사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2021-12-01,경의선,180,수색,1,0,855,"1,191","1,615","6,589","3,180","5,028","4,074","16,452","2,859","8,554","2,259","3,318","2,180","2,193","2,403","2,265","2,531","3,030","2,774","2,419","3,599","2,411","6,391","2,935","9,633","3,756","12,609","3,371","5,721","2,880","2,854","1,873","2,356","1,392","1,511","1,429",355,812,10,98,1,1,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,181,화전,0,0,403,255,"1,275","1,119","3,408","1,985","3,720","6,266","2,535","3,628","2,435","2,498","3,404","2,215","2,558","2,711","2,981","2,893","3,191","2,545","3,262","2,236","5,165","2,436","4,997","2,812","4,790","2,912","2,375","2,578","1,191","1,641","1,076","1,761",684,"1,661",329,805,19,254,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,182,강매,0,0,"1,801",240,"5,371",880,"17,015","1,227","16,389","3,435","7,892","1,264","4,820","1,394","4,078","1,713","3,780","1,741","3,464","2,275","3,104","2,773","2,905","3,298","3,121","4,671","2,987","6,369","3,569","10,881","1,133","10,978",766,"6,071",913,"6,026",478,"5,073",180,"2,260",2,685,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,183,행신,0,0,"3,186",842,"11,968","3,945","37,272","5,270","31,955","11,083","13,429","6,607","9,599","5,118","10,212","6,235","10,404","6,860","8,533","8,479","7,595","8,355","7,563","9,356","10,013","13,177","14,228","17,792","10,029","37,171","5,945","27,255","7,090","13,088","5,249","13,897","4,377","10,609","1,571","4,724",87,"1,391",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,184,능곡,2,0,"2,542",398,"6,203","2,778","15,015","2,264","15,412","5,313","7,971","3,130","6,028","2,802","5,210","3,137","5,148","3,679","4,933","3,950","4,473","4,401","4,509","4,711","5,619","6,661","6,104","7,782","5,129","12,098","2,745","9,703","1,879","5,708","1,734","6,613","1,011","5,184",365,"2,683",7,"1,680",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,185,곡산,0,0,207,154,731,924,"1,556",953,"1,493","2,368",896,872,713,577,568,519,619,676,678,624,863,665,"1,031",833,"1,199",875,"1,457",947,"1,725","1,503",483,"1,133",381,733,282,626,179,479,55,299,0,9,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,186,백마,4,0,"3,675",692,"13,363","2,206","32,539","6,061","23,952","10,720","11,617","5,767","9,106","4,701","9,192","3,688","9,315","5,508","8,304","6,426","7,449","6,922","8,296","8,282","9,935","9,764","9,732","11,813","10,656","23,892","4,105","24,308","3,198","12,603","3,524","13,322","2,475","10,494",765,"6,624",6,350,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,187,풍산,4,1,"3,128",290,"9,426","1,516","21,714","4,318","18,875","7,914","10,916","4,924","7,501","4,281","7,306","5,599","7,792","5,943","7,469","6,964","7,488","5,939","8,240","6,829","8,516","9,305","8,523","11,286","8,304","18,661","4,505","14,991","3,883","10,285","4,756","9,885","2,475","7,754",734,"5,053",6,386,0,1,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,188,일산,7,0,"6,590",856,"20,742","3,588","46,107","6,637","30,912","14,287","16,972","6,614","11,786","5,786","12,227","7,427","12,571","8,248","12,332","10,654","10,652","10,838","11,865","11,364","13,402","14,824","12,864","19,996","11,748","33,068","5,750","34,981","4,240","15,234","4,357","17,764","3,423","13,972",922,"8,177",13,"2,287",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,189,탄현,61,0,"5,274",467,"19,167","2,469","35,350","5,949","26,211","9,843","13,957","5,181","10,357","4,161","10,214","5,169","9,950","6,125","9,537","6,506","8,918","8,469","9,360","9,164","9,858","11,407","10,071","17,712","10,868","28,057","5,526","29,727","4,150","14,445","4,603","14,367","2,942","9,905",885,"7,210",49,"1,497",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,190,야당,32,0,"3,737",333,"13,237","2,056","26,471","4,211","24,383","8,493","11,180","6,301","9,214","5,071","8,887","6,576","9,436","7,039","8,896","8,370","8,665","9,596","9,435","10,769","10,900","12,733","10,499","20,654","10,269","28,223","6,612","23,724","7,640","12,201","10,482","11,604","5,990","8,995","2,346","6,004",267,"1,250",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,191,운정,42,0,"3,477",420,"15,728","4,306","29,213","6,850","27,282","11,524","12,562","5,793","9,601","4,519","9,078","4,879","8,971","6,203","8,643","6,328","7,677","7,759","8,283","8,528","10,303","11,759","12,153","16,531","11,225","22,542","4,656","21,571","3,309","12,109","3,109","12,057","2,119","9,309",560,"5,219",47,"1,046",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,192,금릉,44,0,"2,601",301,"8,820","2,097","16,770","5,023","14,201","11,210","8,177","4,666","6,505","3,938","6,800","3,668","7,089","5,111","6,450","5,061","6,161","5,946","6,440","7,314","7,652","8,025","9,489","11,636","10,123","13,713","4,488","13,161","3,921","7,294","3,361","8,203","2,233","6,382",345,"3,778",34,872,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,193,금촌,63,3,"3,153",241,"8,104","3,529","18,964","10,325","16,563","15,787","10,827","7,935","9,169","6,572","9,665","5,948","10,293","8,988","10,329","9,365","9,281","8,562","10,055","10,165","11,183","11,203","13,049","14,848","16,120","16,456","6,851","13,897","5,538","9,966","4,569","10,177","2,495","7,476",535,"4,246",61,867,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,194,월롱,19,0,390,52,891,"4,414","2,227","10,411","2,170","11,677","1,960","3,698","1,982","2,708","2,454","1,625","3,385","2,570","3,526","2,092","2,980","1,559","4,817","1,931","5,993","2,208","10,516","2,658","13,411","2,856","4,667","2,780","3,567","2,625","2,446","3,197",767,"2,629",74,"1,743",6,386,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,195,파주,66,0,706,6,"1,045",869,"2,415","2,465","2,452","3,887","1,641","2,116","1,545","1,509","2,262",983,"2,438","1,213","1,902","1,468","1,876",788,"2,616","1,009","3,519","1,041","5,188","1,185","3,588","1,277","1,055","1,364",712,"1,047",808,880,228,859,41,513,3,157,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,196,문산,911,4,"2,849",9,"7,407","2,278","15,652","6,442","12,141","14,357","8,799","4,530","7,458","5,528","7,837","6,144","8,441","6,774","8,448","7,302","8,212","6,625","8,290","8,349","8,618","8,875","11,142","10,008","11,128","11,898","4,209","10,936","3,460","9,671","2,769","6,601","1,560","7,044",65,"3,602",0,"1,501",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,197,임진강,0,0,0,0,0,0,0,0,0,0,5,197,15,209,0,0,161,0,2,0,1,1,45,47,51,1,256,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,203,계양,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경의선,204,검암,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,205,신내,32,0,712,562,"2,430","3,260","6,354","4,782","6,038","8,518","2,790","2,106","2,329","1,693","2,464","1,527","2,504","1,555","2,396","2,271","2,488","1,825","2,790","2,603","4,329","2,552","4,545","3,602","5,960","4,712","2,491","3,663","1,276","1,878","1,174","1,856",852,"1,440",333,780,0,111,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,206,갈매,2,0,"1,571",678,"3,958","2,101","18,216","2,411","10,234","4,888","6,420","2,528","3,891","2,430","3,121","2,025","3,795","2,213","3,030","3,041","3,491","2,334","3,419","4,058","4,526","4,232","4,110","5,655","4,216","10,962","2,078","8,112","1,746","4,449","2,002","4,123","1,141","2,690",495,"1,153",11,504,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,207,별내,36,0,"1,275",964,"3,336","2,448","14,813","4,029","10,574","6,797","6,283","3,872","4,404","2,776","3,772","3,267","4,277","3,130","3,767","3,831","3,965","3,351","4,475","4,399","6,199","5,470","6,138","7,364","6,916","11,065","2,785","9,364","2,362","4,671","2,547","3,264","1,911","3,743",876,"1,244",24,363,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,208,퇴계원,27,0,"2,526",547,"5,295","1,475","18,933","3,936","12,733","4,749","8,287","2,466","5,217","2,617","4,450","2,753","5,177","2,993","4,546","3,295","3,770","3,600","4,184","3,934","3,978","5,768","4,750","9,478","5,930","11,938","2,407","11,054","1,674","6,163","1,717","4,282",972,"5,269",382,"1,838",17,534,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,209,사릉,38,0,"2,159",619,"5,581","1,904","16,378","6,258","12,447","6,482","6,843","2,508","4,240","2,543","4,200","2,672","4,037","2,805","4,079","2,590","3,252","3,642","3,780","3,361","3,732","4,634","5,302","7,530","7,340","9,806","2,396","12,528","1,501","5,396","1,207","4,180",694,"3,917",198,"1,904",10,549,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,210,금곡,7,0,"1,378",239,"2,130",920,"4,730","1,875","4,442","4,738","2,730","1,767","2,267","1,490","2,515","1,255","2,207","1,919","2,318","1,416","1,755","2,165","2,215","2,112","2,078","2,184","2,782","3,193","3,454","3,742","1,078","3,393",745,"1,470",642,"1,845",532,"1,476",140,998,5,136,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,211,평내호평,708,14,"5,406",800,"10,993","1,657","28,415","4,346","18,783","9,740","10,560","5,567","8,987","4,882","7,983","4,969","8,282","6,880","8,125","6,516","6,858","8,420","7,092","8,033","7,789","9,460","7,982","15,980","8,292","18,580","4,788","22,610","4,219","9,161","4,058","8,623","3,201","7,509","1,059","3,920",7,"1,621",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,212,천마산,14,0,903,247,"3,741",514,"7,369","1,678","5,345","1,896","4,152","1,253","3,109","1,342","2,383","1,687","2,596","1,985","2,385","1,977","2,232","2,261","1,912","2,863","2,098","2,813","1,941","3,855","2,251","5,485",731,"3,939",522,"2,903",574,"2,369",462,"1,760",79,992,1,33,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,213,마석,10,0,"1,390",318,"7,160","2,263","14,520","6,035","10,458","7,046","7,751","4,484","6,159","3,216","5,477","4,375","6,152","4,267","5,429","5,795","5,413","4,948","5,188","6,300","6,373","5,992","6,187","8,245","6,900","9,499","2,854","12,215","2,459","5,914","2,008","5,060","1,447","4,279",519,"1,989",2,281,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,214,대성리,0,0,134,28,272,198,871,792,804,787,714,493,746,810,"1,431",687,929,667,811,"1,019",893,"1,047","1,029",911,"1,213",893,"1,311",763,899,794,379,606,215,408,165,314,99,274,36,225,0,0,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,215,청평,4,1,782,110,"1,904",569,"3,647","1,004","3,988","2,988","2,721","1,704","2,792","1,975","4,335","1,770","3,089","2,943","2,577","2,314","2,606","3,178","2,859","3,171","2,770","3,318","2,977","4,290","2,113","3,299","1,056","2,940",935,"2,221",645,"1,513",294,"1,234",52,964,0,2,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,216,상천,0,0,74,32,198,123,526,147,517,394,379,404,398,577,505,581,501,453,481,366,583,359,647,489,576,367,582,443,185,386,119,383,60,228,53,150,27,87,9,66,0,3,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,217,가평,0,0,605,101,"1,333",847,"2,236","1,947","3,190","4,665","2,308","2,135","3,039","1,671","4,617","2,516","3,042","2,563","2,558","3,551","2,924","3,634","2,656","3,612","3,497","2,809","3,877","3,204","3,133","2,593","1,272","2,655","1,207","1,750","1,033","1,347",410,"1,137",194,854,0,43,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,218,굴봉산,0,0,36,0,28,22,125,97,218,261,189,453,246,632,401,358,242,359,212,209,398,280,405,273,316,235,292,220,133,142,121,129,87,97,27,76,49,53,7,31,0,1,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,219,백양리,0,0,11,31,17,34,39,391,170,701,85,421,183,693,729,622,448,467,374,335,375,493,534,317,593,204,916,271,597,284,144,134,251,119,329,105,252,121,190,74,2,2,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,220,강촌,2,0,99,17,149,32,281,190,456,"1,326",521,997,612,"1,285","1,151","1,189","1,005",877,889,739,"1,132",905,"1,391",784,"1,350",692,"1,177",587,749,614,266,464,220,300,205,296,54,252,26,129,0,11,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,221,김유정,8,0,79,1,193,45,349,426,364,545,250,657,450,"1,016",387,889,576,806,685,"1,460","1,502",647,"1,142",568,"1,089",424,"1,028",502,478,444,184,276,139,209,100,165,49,115,20,69,10,16,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,222,남춘천,469,2,"1,122",33,"2,875",685,"3,211","1,889","4,191","3,257","3,905","3,296","4,022","3,047","4,096","5,730","4,367","6,838","4,725","4,278","6,147","4,094","5,723","4,944","5,589","3,883","5,087","4,691","3,679","4,771","2,742","7,054","2,474","2,661","2,218","2,447","1,211","3,338",255,"1,431",7,856,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경춘선,223,춘천,222,0,506,17,"1,478",213,"1,160",874,"1,668","2,300","1,868","2,898","1,865","1,893","2,202","3,065","2,937","2,695","2,646","3,037","3,566","2,252","4,301","2,871","4,049","1,825","3,223","1,963","2,432","1,684","1,583","2,618","1,037","1,008",769,"1,030",393,891,36,829,1,262,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,341,고색,467,0,"2,240",410,"6,111","2,530","13,154","13,789","11,398","24,153","5,869","3,683","3,620","2,038","3,720","2,574","4,290","2,713","3,980","2,962","3,819","3,212","4,216","3,551","5,542","5,045","12,644","7,129","19,617","9,510","5,661","9,809","5,928","6,724","4,741","5,470","1,619","3,970",609,"2,340",4,"1,357",1,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,342,오목천,3,0,536,5,"3,797","2,153","8,296","3,634","8,629","7,798","5,289","3,514","4,196","3,051","4,573","2,680","5,409","3,211","4,232","4,244","4,082","3,012","4,840","3,594","6,536","5,278","7,685","4,866","7,212","9,714","3,033","6,068","1,949","3,489","1,684","3,572","1,047","4,099",461,"2,142",1,187,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,343,어천,0,0,138,2,608,855,"1,335","1,962","1,278","1,802","1,283",920,"1,079",722,"1,069",795,"1,134",925,"1,254",949,"1,033",911,"1,202",986,"1,616","1,398","2,014","1,461","2,935","2,118","1,149","1,406",710,737,382,832,247,802,96,381,1,33,1,1,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,344,야목,4,1,182,4,330,289,"1,027",498,957,503,612,215,509,322,413,225,515,317,476,350,350,284,509,402,654,460,654,563,657,731,345,494,211,238,126,358,94,289,43,156,3,19,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,345,사리,0,0,"3,104",153,"9,300","1,195","20,065","2,921","18,590","4,267","9,063","2,127","6,940","2,331","5,905","2,356","6,239","3,242","6,810","3,933","5,257","3,773","4,939","5,292","6,025","7,631","6,301","8,951","5,712","18,182","3,083","12,738","1,944","8,007","1,889","9,269","1,507","6,474",527,"4,302",10,477,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,346,달월,0,0,12,5,54,136,173,90,121,348,51,73,52,83,58,61,80,113,102,105,81,87,145,95,251,102,399,99,828,169,95,66,36,46,46,46,24,38,16,35,0,5,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,347,월곶,8,0,"1,242",332,"4,415","1,362","9,906","2,059","8,733","3,020","4,519","2,401","3,381","2,653","3,155","3,313","3,338","3,508","3,433","3,389","3,416","3,272","3,582","3,769","4,095","4,642","5,260","6,300","4,451","9,245","2,720","5,471","2,174","3,885","1,980","4,289","1,295","2,936",517,"1,450",2,211,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,348,소래포구,4,0,"2,393",498,"5,782","2,081","15,496","3,566","12,834","6,578","6,336","5,332","5,282","5,395","6,123","8,806","7,714","11,561","8,779","9,943","10,896","9,459","12,275","8,701","11,781","9,594","9,851","10,117","7,943","13,411","4,710","9,027","4,321","5,787","4,854","6,356","2,742","4,711","1,037","3,009",18,478,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,349,인천논현,4,1,"2,311",677,"5,176","4,150","14,223","9,310","12,552","13,767","6,936","8,759","6,581","6,524","7,546","6,366","7,341","7,386","7,454","8,576","7,823","8,470","9,140","8,690","9,693","10,988","11,961","13,845","13,099","17,913","7,286","11,270","6,995","7,392","7,131","6,635","4,126","4,653","1,623","2,561",7,432,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,350,호구포,3,1,"1,543",868,"2,922","4,290","6,809","18,950","7,759","23,788","4,279","4,017","3,854","2,722","4,077","3,022","4,634","3,334","4,631","3,583","4,707","3,787","5,340","4,005","6,096","4,748","14,568","6,229","16,963","7,617","5,007","5,999","6,460","4,044","4,635","3,681","1,734","2,824",751,"1,820",3,302,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,351,남동인더스파크,2,0,433,756,906,"3,492","1,229","16,443","2,024","21,177","1,201","3,502","1,144","1,376","1,583","1,326","1,799","1,461","1,845","1,333","2,277","1,288","2,799","1,110","3,675","1,314","12,997","1,568","11,608","1,360","3,983","2,135","4,243","1,267","2,034",703,528,480,180,216,0,23,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,352,원인재,44,6,"2,971",688,"6,289","2,264","13,317","4,775","14,508","7,927","8,320","4,527","6,747","4,465","6,492","4,882","6,788","5,655","6,634","6,006","6,314","6,037","6,573","7,619","6,665","9,361","7,306","11,422","7,370","15,486","4,220","10,515","4,144","7,278","4,074","8,233","2,365","5,805","1,038","3,678",13,364,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,353,연수,4,0,"2,418",812,"6,174","2,082","14,716","4,066","12,717","10,822","5,902","5,611","5,190","5,013","5,808","4,731","6,346","5,943","6,580","6,265","6,449","6,102","6,613","7,006","7,886","8,794","8,472","12,279","9,943","15,690","5,128","9,093","4,780","6,492","5,392","6,678","2,864","4,025","1,583","2,360",31,571,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,354,송도,4,1,"1,664",361,"4,310","1,092","8,612","2,246","8,667","3,849","4,025","2,117","3,345","2,428","3,478","2,458","4,321","3,042","4,253","3,047","3,372","3,144","4,119","4,242","4,280","4,633","4,171","6,341","3,774","8,661","1,986","5,294","1,354","3,354","1,401","3,693",697,"2,580",315,"1,407",2,355,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,355,인하대,25,0,"3,198",433,"9,111","2,654","22,053","4,633","17,594","11,180","7,922","6,376","6,617","5,672","8,128","4,967","8,477","6,994","8,185","6,900","7,939","6,859","8,921","8,480","11,535","9,595","11,092","15,035","10,562","21,871","5,216","11,633","4,587","8,708","4,932","8,847","3,157","5,426","1,420","3,264",34,702,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,356,숭의,10,0,"3,281",880,"5,736","3,324","12,792","7,533","10,482","11,984","5,476","4,627","4,860","3,759","5,474","3,154","5,372","4,037","5,251","4,888","4,980","4,340","6,258","4,596","7,307","6,056","9,887","7,989","9,286","10,637","3,525","5,896","2,301","4,783","2,063","5,400","1,386","3,174",620,"1,567",7,402,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,357,신포,1,0,"1,311",285,"1,420",891,"2,934","3,329","2,986","8,317","1,789","2,906","1,573","2,422","1,808","2,435","2,554","2,592","2,752","2,838","2,813","2,639","3,475","2,861","4,226","3,395","4,997","3,191","6,304","4,405","2,297","2,206","2,031","1,330","2,060","1,550",919,967,313,492,3,115,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,수인선,358,인천,83,1,622,238,"1,005","1,193","2,306","2,874","1,861","4,249","1,192","1,617","1,252","1,579","1,320","2,678","1,675","3,135","1,797","2,940","1,773","2,914","2,089","3,756","2,866","3,285","3,167","3,035","2,107","3,751","1,261","2,316",912,"1,908",918,"1,833",381,"1,378",79,801,2,185,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경강선,239,판교,31,0,856,8,"1,915","5,689","5,022","11,569","3,570","26,061","2,160","19,161","2,060","8,738","2,636","6,928","3,243","5,632","3,942","5,349","5,409","4,951","7,895","4,464","8,479","5,101","13,703","7,231","21,552","5,886","15,805","3,886","13,558","1,694","10,103","1,690","4,032",926,"1,085",574,0,278,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경강선,240,이매,3,0,584,31,"1,457",779,"4,427","1,502","3,452","2,986","1,642","1,457","1,293",850,"1,289",807,"1,334","1,053","1,070","1,079","1,300","1,048","1,511","1,271","1,741","1,565","2,439","2,186","2,372","2,902","1,132","2,240",967,"1,201","1,087","1,137",961,720,319,294,4,116,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경강선,241,삼동,3,0,"1,228",169,"3,393","1,077","11,214","2,541","12,713","2,555","6,585","1,094","3,811",989,"2,677","1,354","2,465","1,518","2,452","1,734","2,110","2,225","1,971","2,553","2,473","4,163","3,480","6,002","2,927","8,421","1,217","8,080",764,"4,706",698,"4,496",374,"3,077",91,"1,047",1,27,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경강선,242,경기광주,0,0,"2,402",285,"12,395","2,102","36,360","4,969","37,808","9,205","18,896","4,231","11,763","3,858","10,290","4,584","10,189","5,422","9,149","6,796","7,795","7,132","7,702","9,216","9,205","13,070","10,123","18,422","8,800","33,336","4,154","28,119","2,740","15,561","2,438","14,363","1,296","7,919",397,"4,985",0,50,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경강선,243,초월,0,0,"1,214",182,"5,305","1,332","12,630","4,270","14,075","5,908","7,034","1,956","4,300","1,894","3,911","1,917","4,103","2,253","3,758","2,629","3,299","2,875","3,605","3,432","4,860","4,811","5,668","5,998","5,201","11,507","2,053","8,916","1,463","8,069","1,085","5,374",519,"4,530",252,"2,662",4,8,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경강선,244,곤지암,1,0,649,150,"1,954","1,468","6,303","5,477","6,124","6,436","3,735","3,072","2,903","2,258","3,475","2,185","3,267","2,687","3,032","2,721","3,057","2,675","3,583","3,021","4,391","3,460","7,140","4,227","6,754","5,511","2,488","5,544","1,726","3,213",983,"3,391",458,"2,021",204,"1,294",0,0,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경강선,245,신둔도예촌,0,0,457,105,"1,928",301,"5,599","2,267","3,925","3,153","2,672","1,615","2,130","1,032","1,915","1,169","2,162","1,484","2,035","1,557","1,867","1,520","1,923","1,799","2,580","2,164","4,060","3,057","2,944","3,558",964,"3,933",922,"2,443",681,"2,689",238,"1,886",68,999,0,0,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경강선,246,이천,4,0,684,20,"2,372","1,058","6,865","5,341","5,593","7,881","4,757","3,811","4,329","2,751","4,263","3,815","4,150","3,673","4,089","4,041","4,026","3,828","4,312","4,187","5,960","4,862","6,012","5,628","7,320","7,664","3,750","6,252","2,880","5,067","2,436","2,998","1,009","3,742",395,"1,389",2,333,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경강선,247,부발,2,0,673,21,"2,322","1,396","4,976","5,023","4,292","5,896","3,433","2,093","2,710","1,642","2,963","1,903","3,248","2,049","3,384","2,147","3,192","2,143","3,616","2,292","4,510","2,722","7,185","4,017","6,126","4,166","2,789","4,987","2,120","3,716","1,388","3,165",689,"2,998",227,"2,061",5,878,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경강선,248,세종대왕릉,1,0,200,7,548,40,954,614,787,579,553,385,540,276,462,454,463,426,519,317,432,502,516,568,577,564,720,656,740,690,213,893,152,361,93,496,29,222,5,252,1,63,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경강선,249,여주,5,0,848,7,"2,756",602,"4,453","2,927","5,180","3,886","3,447","3,828","3,761","2,362","3,590","2,823","4,092","3,491","4,038","3,123","4,381","3,053","4,885","3,049","5,440","4,646","4,828","4,350","3,133","4,779","2,290","5,959","1,647","4,277","1,220","2,439",536,"2,755",126,"2,191",0,683,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,386,방화,18,0,"4,346",4,"10,079","3,356","25,833","5,196","24,026","14,718","13,099","7,046","10,402","5,625","9,812","6,144","9,806","6,872","9,914","7,830","11,089","8,038","9,708","9,521","10,101","10,769","10,061","12,921","9,964","20,853","4,334","18,520","3,293","11,645","2,491","10,833","1,760","9,609",554,"4,652",0,832,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,387,개화산,4,0,"3,811",356,"7,255","3,133","21,146","5,861","19,583","12,407","10,329","5,773","7,305","5,057","6,891","5,057","7,660","5,965","8,023","5,825","7,446","6,722","7,251","7,364","7,710","8,467","9,724","10,686","11,403","16,187","4,668","14,289","3,246","8,719","2,519","8,710","1,895","6,813",472,"3,515",2,653,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,388,김포공항,2,0,368,"2,071","1,763","7,857","4,919","14,383","7,340","17,735","7,601","12,164","6,847","11,082","10,332","13,392","10,801","15,720","13,358","16,115","14,961","15,172","16,285","15,455","17,236","16,033","22,613","16,782","25,719","15,995","16,589","9,686","15,390","4,495","15,056","2,279","11,158","1,191","1,858",557,19,87,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,389,송정,37,1,"3,563","1,172","7,711","4,188","19,768","6,472","21,139","12,471","13,533","7,223","10,105","6,541","8,895","6,772","9,319","7,869","9,535","8,122","9,442","8,904","9,458","9,658","10,614","11,296","12,662","13,093","12,397","18,644","6,812","15,355","5,204","9,807","4,899","9,929","3,135","7,683","1,146","4,120",13,356,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,390,마곡,2,0,"2,181","1,613","6,896","5,462","22,633","12,644","23,017","48,611","12,064","30,926","10,079","13,469","10,022","10,725","10,575","10,906","12,091","11,658","13,007","11,797","15,547","11,095","19,325","13,669","29,590","16,076","41,831","24,810","16,035","17,679","11,216","10,007","10,613","9,678","5,790","7,368","1,797","3,870",18,451,0,0,0,0,0,0,2022-01-03 10:00
