사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2021-12-01,2호선,57,도림천,0,0,264,332,"1,173",755,"3,013","4,137","3,459","6,150","2,165","2,642","2,067","1,501","1,514","1,180","2,603","1,822","1,600","1,471","2,244","1,716","2,263","1,431","2,821","1,905","2,976","2,248","3,870","2,721","1,882","2,364",788,"1,499",851,"1,712",341,"1,153",162,643,1,52,1,1,1,1,0,0,2022-01-03 10:00
2021-12-01,2호선,58,양천구청,42,0,"4,323",928,"9,983","2,094","30,540","4,687","28,209","10,141","15,318","4,442","10,058","4,338","9,017","4,822","9,532","6,491","9,225","7,167","7,576","7,577","7,567","10,033","8,504","12,117","8,857","17,643","9,026","27,762","3,684","24,079","2,536","12,801","2,368","14,148","1,853","9,993",489,"5,795",0,559,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,2호선,59,신정네거리,55,1,"7,926",726,"14,935","2,995","46,757","5,128","43,624","11,311","22,839","7,278","15,316","6,849","13,556","8,344","14,489","9,950","13,047","11,313","11,948","12,037","11,988","15,723","12,652","19,483","12,784","27,920","11,449","45,304","6,515","34,618","5,011","18,191","4,145","20,011","2,925","15,210",846,"7,907",2,686,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,2호선,60,용두(동대문구청),38,0,"1,023",89,"1,505",936,"4,559","2,319","8,773","6,229","4,741","3,160","3,208","2,876","3,414","3,551","3,823","3,062","3,850","3,868","4,188","4,192","4,543","4,597","4,693","3,949","4,882","4,840","5,613","7,846","2,293","5,395","1,450","2,654","1,288","3,184",655,"1,825",152,"1,172",0,12,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,61,지축,2,1,"2,152",938,"6,904","5,879","19,532","3,716","19,762","3,691","9,636","2,139","6,480","2,223","5,574","3,170","5,666","3,722","5,560","4,049","4,985","4,491","6,225","5,670","9,204","7,695","6,985","9,029","4,129","16,954","2,035","13,272","1,252","8,768","1,034","8,267",919,"6,933",278,"2,583",0,0,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,62,구파발,115,3,"9,231","1,338","27,253","8,226","81,437","20,144","73,045","26,944","40,549","23,899","28,716","23,126","27,475","21,146","28,533","23,158","26,539","25,765","27,954","26,915","30,331","27,894","33,798","32,843","34,822","41,178","28,623","67,006","16,831","56,170","14,523","31,530","13,270","31,867","8,557","22,539","1,637","14,845",16,"3,007",0,6,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,63,연신내,351,11,"24,906","1,694","48,665","10,000","125,424","20,860","150,931","32,577","84,843","30,992","54,750","31,695","50,492","34,101","54,819","36,867","51,963","41,675","48,721","44,093","49,653","55,963","54,231","65,942","50,131","84,422","43,933","132,523","29,231","111,057","25,115","61,512","25,501","66,607","14,875","48,318","4,649","27,272",5,"2,040",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,64,불광,13,1,"8,809","1,110","18,204","5,248","48,745","9,266","58,829","29,698","32,753","26,991","23,142","23,521","21,975","21,827","23,137","23,256","23,436","26,057","24,213","26,147","25,855","29,116","27,220","32,236","27,944","38,437","28,499","56,558","14,951","44,117","12,355","25,805","11,630","25,235","6,215","18,506","1,577","10,305",5,320,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,65,녹번,27,1,"8,972",588,"22,850","3,475","64,669","7,126","74,016","18,775","41,032","10,006","25,218","9,094","20,875","10,339","20,789","12,055","19,701","12,634","17,089","14,438","16,622","17,902","17,258","25,073","17,881","34,621","19,479","59,025","8,858","48,349","6,638","27,871","6,158","29,010","3,976","21,327","1,077","10,763",2,57,1,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,66,홍제,65,5,"9,054","1,242","21,109","6,808","57,050","10,174","64,891","24,970","39,022","16,623","27,661","16,011","24,879","15,738","27,929","17,614","24,644","19,870","24,074","21,952","24,301","26,040","25,648","31,043","26,093","38,983","24,930","58,967","12,474","44,570","9,846","26,611","8,505","28,716","4,946","20,145","1,333","10,527",2,29,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,67,무악재,17,0,"1,594",257,"5,045","3,009","13,661","2,458","15,351","5,590","9,493","3,173","6,383","3,167","5,751","3,323","5,380","3,618","5,282","4,000","4,657","4,430","4,842","5,701","5,517","7,158","6,297","9,421","6,154","14,620","2,748","11,975","2,095","7,086","1,842","7,673","1,126","5,551",282,"2,788",0,2,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,68,독립문,93,1,"4,756",655,"5,300","5,173","13,546","12,938","16,953","19,795","13,348","12,618","10,817","10,696","10,767","9,071","11,180","8,635","11,093","10,028","11,617","9,641","12,686","10,121","14,778","10,811","13,664","13,190","14,297","15,956","6,116","12,267","4,559","7,566","4,389","8,100","2,559","5,826",513,"3,109",3,"2,881",0,1,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,69,경복궁(정부서울청사),71,1,"2,242","1,611","4,911","11,780","12,295","37,733","18,350","105,803","17,470","54,900","14,779","31,794","17,663","30,530","20,103","30,190","24,914","31,037","29,421","27,774","36,746","24,726","46,527","25,532","63,148","27,012","93,973","30,275","35,727","17,525","31,365","9,600","33,698","10,545","15,867","7,474","4,112","3,791",5,132,0,2,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,70,안국,4,0,"1,261","1,312","2,816","18,693","5,530","82,526","8,553","95,128","8,823","59,387","10,931","36,586","15,502","37,058","21,032","33,204","21,905","33,892","28,837","31,567","39,918","26,351","51,002","23,307","93,915","21,470","95,207","20,171","38,515","9,433","32,648","4,982","31,496","5,158","12,875","3,359","3,240","1,937",1,36,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,71,종로3가,8,0,587,"1,002",881,"5,422","1,364","14,188","2,149","45,260","2,999","44,880","4,846","30,907","7,949","23,661","9,395","22,170","10,895","20,497","13,350","19,688","17,558","18,240","20,449","15,665","32,287","14,622","53,364","13,824","30,600","6,757","18,302","3,017","20,519","2,688","9,963","1,594","3,063","1,121",1,175,1,1,1,2,0,0,2022-01-03 10:00
2021-12-01,3호선,72,을지로3가,11,0,656,787,970,"8,463","1,910","30,669","3,223","74,085","4,015","33,068","5,337","16,304","7,597","13,045","9,050","12,513","10,755","12,650","13,570","11,817","14,860","11,669","19,022","11,382","39,019","13,591","63,483","14,522","25,186","6,833","18,468","2,747","20,551","2,569","10,652","1,512","3,755","1,060",2,122,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,73,충무로,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,3,0,2,0,1,0,2,0,3,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,74,동대입구,27,0,"1,117","1,011","2,374","7,791","5,103","14,020","7,195","45,929","5,681","25,320","5,374","14,308","6,756","12,711","7,102","11,575","8,410","12,134","11,893","12,093","12,492","10,469","16,820","11,389","34,354","13,048","32,641","14,098","14,155","6,837","14,354","3,989","19,143","5,133","8,819","3,441","1,871","1,650",1,188,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,75,약수,108,3,"5,643",847,"9,180","5,328","23,368","14,857","37,543","34,891","25,036","19,702","17,795","14,624","16,789","13,884","18,220","14,584","18,537","14,547","18,697","16,154","19,377","17,945","22,532","22,493","26,097","27,647","32,267","39,869","16,126","25,091","14,199","16,469","14,516","18,128","8,691","12,763","2,725","6,441",3,"1,667",2,3,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,76,금호,13,7,"4,153",483,"8,753","2,702","24,106","4,726","34,456","8,488","20,583","6,554","13,205","6,353","11,537","6,680","11,357","7,833","11,400","9,006","9,902","9,919","9,980","12,362","11,063","14,100","11,697","20,593","10,930","29,769","6,797","19,935","5,323","13,515","4,693","13,587","2,901","9,578",831,"4,435",1,0,0,1,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,77,옥수,220,21,"2,642",793,"8,109","4,239","20,325","8,366","27,614","14,335","18,537","10,538","12,868","8,349","12,461","9,688","12,590","10,648","13,505","12,125","13,016","12,686","14,234","15,100","15,500","17,297","17,388","23,521","16,748","31,832","9,826","22,632","8,082","14,301","8,381","15,178","4,570","11,369","1,230","5,276",2,53,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,78,압구정,69,1,"2,618","1,947","6,802","23,291","13,839","42,509","21,315","138,830","17,312","157,497","22,449","72,958","29,516","57,513","34,318","49,333","37,939","54,625","47,040","50,624","56,808","45,211","69,088","48,003","99,025","57,310","138,127","60,445","94,566","29,567","75,002","13,706","64,546","12,554","36,967","7,743","6,018","3,815",4,"1,045",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,79,신사,34,3,"2,748","1,462","5,316","19,584","9,021","43,186","16,180","114,835","13,233","142,456","17,340","70,940","23,626","49,113","28,832","48,265","33,134","51,303","41,122","49,497","52,143","46,461","64,327","49,632","91,720","54,943","136,032","66,659","94,103","34,115","68,810","13,547","83,095","11,530","42,522","7,239","11,734","4,231",2,115,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,80,잠원,0,0,967,567,"3,898","4,893","9,597","6,965","14,814","10,973","9,419","7,105","6,491","5,070","6,578","5,224","6,990","5,812","7,652","6,912","7,175","6,357","7,615","6,757","9,965","7,330","11,547","9,726","9,481","13,055","5,317","9,531","3,888","5,503","3,973","6,841","2,250","4,927",438,"2,467",1,37,0,1,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,81,고속터미널,100,3,"4,430","3,051","6,239","27,227","21,434","40,246","37,477","65,831","41,493","88,299","42,648","79,515","55,117","84,358","67,031","81,800","73,745","85,421","83,803","88,152","94,040","91,017","105,499","90,702","123,225","96,474","119,457","105,703","99,701","63,928","113,146","38,803","66,389","34,108","35,912","19,078","9,232","9,182",4,311,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,82,교대(법원.검찰청),44,0,"1,047",814,"3,101","5,902","7,079","14,299","11,591","47,052","9,355","36,121","10,147","15,273","13,006","10,454","14,519","9,707","18,741","10,149","20,890","9,749","23,074","9,400","26,981","10,124","42,067","12,957","63,064","16,372","25,704","8,204","22,187","4,106","25,762","4,128","14,018","2,901","3,735","1,672",2,19,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,83,남부터미널(예술의전당),57,1,"2,333","1,199","7,696","21,759","24,189","52,260","38,177","151,642","30,631","81,831","28,051","46,021","33,013","35,823","36,784","35,614","39,169","40,150","40,892","40,910","45,319","39,582","56,308","42,322","90,015","48,324","130,270","57,592","59,182","35,282","41,402","21,882","40,161","20,415","22,074","11,919","4,457","6,537",0,35,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,84,양재(서초구청),46,1,"4,939","2,576","12,899","38,401","31,751","100,288","44,272","235,272","32,007","125,967","28,777","55,319","33,465","43,511","37,275","40,163","42,134","47,137","46,549","41,604","55,966","41,750","70,771","45,131","128,620","60,544","195,708","76,676","83,025","46,914","59,153","29,237","61,211","30,080","31,572","19,672","6,740","9,985",8,"1,218",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,85,매봉,18,2,"1,352",510,"6,637","8,276","14,626","20,617","19,009","65,548","12,517","43,213","10,537","14,801","10,931","12,157","12,073","11,544","13,381","12,140","15,651","10,693","17,702","11,623","20,948","12,914","37,252","17,861","61,777","23,830","22,203","14,634","14,956","8,337","18,053","9,009","8,243","6,652","1,811","2,944",8,381,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,86,도곡,26,2,912,294,"3,337","4,492","7,701","12,165","10,298","20,336","6,755","15,129","5,486","6,972","5,567","6,249","6,283","6,342","7,124","6,867","7,387","6,287","8,750","6,030","11,402","6,351","15,844","8,075","17,071","10,285","8,395","7,991","5,475","4,306","5,628","5,052","3,493","3,450",718,"1,674",12,"1,024",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,87,대치,11,0,"2,319",639,"9,862","8,310","20,824","10,740","22,382","23,996","13,542","16,781","11,108","12,859","11,255","11,885","12,522","13,640","13,278","16,602","14,075","16,548","16,994","17,882","19,541","20,323","24,822","24,279","24,947","26,397","15,874","19,775","11,406","10,822","12,394","11,841","16,893","8,423","1,796","3,920",0,7,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,88,학여울,8,2,550,277,"1,558","1,608","3,402","3,281","3,861","7,701","2,440","4,895","1,918","3,818","2,173","2,848","2,959","2,965","3,237","3,517","3,422","3,115","3,874","3,129","4,862","2,788","6,080","3,368","6,541","4,014","2,602","3,076","1,768","1,879","1,562","2,134",989,"1,437",133,771,0,2,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,89,대청,40,2,"3,100","1,087","9,438","6,127","24,302","12,695","31,399","26,376","17,884","11,566","13,628","8,260","12,430","7,685","12,442","9,619","13,687","10,435","14,427","10,494","15,941","13,500","17,708","14,101","22,074","18,300","25,798","26,641","10,985","20,505","7,413","13,368","6,349","14,336","3,850","12,134","1,028","5,632",0,75,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,90,일원,3,0,"1,850","1,270","7,390","9,349","18,877","29,417","20,870","24,073","14,314","16,944","15,162","14,812","15,765","10,949","14,981","13,100","14,892","14,336","15,647","12,908","19,666","12,496","24,656","11,072","34,189","13,803","16,419","18,271","8,891","14,271","5,445","9,306","3,849","10,635","3,093","8,179",900,"3,416",2,48,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,91,수서,333,15,"4,386","1,864","10,733","14,886","30,447","31,929","40,807","51,017","26,990","30,989","26,453","21,381","22,280","17,753","27,855","22,351","25,572","21,483","22,384","21,590","30,675","25,214","35,202","28,940","41,056","35,466","49,148","47,751","21,801","34,439","21,667","22,363","14,838","21,124","13,031","16,841","3,137","5,743",2,668,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,92,가락시장,30,5,"2,464",435,"6,086","5,219","17,211","10,986","20,760","29,149","14,215","14,673","11,721","10,284","12,076","10,183","12,339","10,531","12,693","11,367","13,027","11,874","13,684","13,241","15,842","14,614","20,323","17,325","27,409","22,564","10,933","14,797","8,746","10,120","8,537","9,749","4,510","7,282","1,100","3,286",7,"1,010",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,93,경찰병원,16,0,"2,292",216,"6,465","3,120","19,854","8,542","24,598","28,033","13,828","14,201","10,460","8,404","9,150","6,420","8,723","7,574","9,421","8,740","9,512","8,158","10,184","8,370","10,285","9,493","15,219","13,406","19,610","20,435","6,695","14,998","5,321","9,851","5,212","8,874","2,825","7,100",538,"3,127",1,898,1,0,0,0,0,0,2022-01-03 10:00
2021-12-01,3호선,94,오금,34,0,"3,608",5,"6,775","2,027","23,026","5,302","29,241","13,141","15,071","5,312","8,293","4,642","6,699","4,357","7,729","5,020","7,469","5,960","6,382","5,984","6,336","7,649","7,813","8,602","10,129","12,546","11,610","20,085","4,130","14,411","3,260","9,046","2,986","9,430","1,945","8,208",413,"3,602",0,"1,248",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,4호선,100,수유(강북구청),50,5,"18,930","2,831","42,997","10,959","107,408","19,794","122,471","57,257","74,118","38,579","50,168","30,068","45,894","31,429","47,987","33,777","47,971","39,177","46,309","43,182","46,288","50,292","51,391","65,403","57,299","80,644","59,591","124,333","33,712","103,571","26,512","61,809","26,571","62,148","15,189","44,410","5,784","26,084",0,295,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,4호선,101,미아(서울사이버대학),39,2,"9,753","1,296","19,290","4,743","45,122","13,425","53,022","31,161","32,222","18,357","22,401","14,554","21,000","14,943","22,183","15,332","21,447","16,996","21,086","19,622","21,226","23,908","23,679","26,636","23,973","32,685","26,222","45,543","14,073","36,300","9,819","22,856","8,220","23,058","5,269","16,109","1,590","9,781",4,3,1,1,0,0,0,0,2022-01-03 10:00
2021-12-01,4호선,102,미아사거리,57,1,"13,529","1,881","35,144","7,716","89,987","17,388","103,489","33,410","59,823","31,057","39,256","27,462","36,912","28,135","38,249","30,617","38,941","33,252","38,605","37,389","41,006","45,927","44,439","53,668","43,247","66,146","42,375","103,705","29,078","75,906","28,851","44,181","18,999","46,140","10,791","31,890","3,718","16,560",1,0,1,0,0,0,0,0,2022-01-03 10:00
2021-12-01,4호선,103,길음,12,2,"8,687","1,781","26,515","6,473","77,157","11,669","83,542","27,364","44,565","19,721","30,252","16,182","25,827","17,738","27,296","20,295","26,652","22,895","24,950","24,199","25,433","27,621","28,528","34,931","31,058","48,151","27,697","74,433","15,540","57,325","12,183","33,991","10,103","37,368","8,805","25,787","2,202","13,819",1,0,2,1,0,0,0,0,2022-01-03 10:00
2021-12-01,4호선,104,성신여대입구(돈암),12,2,"5,170","1,638","16,311","5,343","43,228","14,702","52,393","33,936","32,926","25,729","25,454","22,091","25,420","23,155","29,218","25,343","29,800","28,542","30,269","29,164","32,655","31,164","37,105","36,844","41,945","47,374","44,277","65,045","28,115","48,390","26,268","29,135","29,860","31,507","19,296","22,793","5,671","12,028",1,2,1,1,0,0,0,0,2022-01-03 10:00
2021-12-01,4호선,105,한성대입구(삼선교),74,13,"6,510",944,"11,453","6,029","28,536","17,022","37,549","29,382","23,973","21,470","18,097","15,763","17,926","15,165","20,547","15,761","21,201","18,369","20,167","17,616","22,405","19,650","29,516","22,626","29,526","28,090","28,454","36,917","14,882","28,441","12,597","17,922","12,453","20,167","7,560","14,605","2,507","8,871",2,"2,774",1,2,1,1,0,0,2022-01-03 10:00
2021-12-01,4호선,106,혜화,24,1,"2,783","2,623","6,740","21,061","16,322","46,941","20,091","114,773","23,144","79,623","30,019","55,485","35,384","48,445","35,304","60,704","37,249","73,991","48,129","68,906","66,209","54,869","79,039","52,102","99,458","59,252","111,100","67,139","60,951","46,149","66,036","16,941","92,047","18,623","56,354","12,995","12,479","7,101",1,173,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,4호선,107,동대문,198,11,"5,425","2,496","3,217","14,735","4,928","33,697","6,551","75,345","11,033","66,179","15,545","51,211","22,281","44,062","26,753","37,513","30,238","36,175","38,908","35,124","47,041","28,974","57,727","21,683","85,081","16,053","59,924","12,437","27,443","14,119","19,358","9,701","22,412","6,009","9,478","4,066","2,953","4,376",7,158,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,4호선,108,동대문역사문화공원(DDP),411,3,"6,305","1,387","3,836","11,687","6,640","24,560","8,236","69,498","7,243","37,102","8,649","24,623","12,458","22,287","15,660","21,894","17,524","22,047","22,196","21,717","28,616","18,886","34,435","16,401","56,946","17,367","70,604","18,005","35,566","21,472","27,491","10,889","28,529","8,416","16,640","5,306","5,486","4,373",4,402,1,1,0,0,0,0,2022-01-03 10:00
2021-12-01,4호선,109,충무로,58,4,"2,653","2,940","3,847","18,867","7,929","50,340","12,270","167,935","12,812","96,059","13,604","46,837","18,206","36,131","21,943","33,733","27,464","33,398","33,766","29,823","39,036","27,395","50,016","27,577","82,790","31,162","137,543","33,391","62,822","19,273","46,355","9,860","49,775","10,841","26,337","7,339","9,869","4,712",9,378,0,2,0,0,0,0,2022-01-03 10:00
2021-12-01,4호선,110,명동,13,0,677,724,"2,350","13,475","3,808","40,346","5,833","101,473","7,485","61,741","9,841","36,512","16,283","35,792","22,450","37,264","25,620","41,098","29,789","39,671","38,108","42,682","47,717","42,779","67,992","45,821","115,898","42,581","61,903","24,068","59,795","11,319","52,873","9,450","22,697","4,642","5,410","1,903",7,173,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,4호선,111,회현(남대문시장),33,0,"1,729",841,"2,685","18,027","4,257","46,447","7,403","122,339","8,048","90,168","12,119","69,244","21,401","55,119","29,669","45,947","36,421","43,177","44,994","41,213","55,036","36,957","73,896","31,869","95,163","33,083","123,625","33,053","55,375","19,694","56,628","10,463","31,281","11,133","13,948","5,282","3,411","2,016",6,263,1,1,0,0,0,0,2022-01-03 10:00
2021-12-01,4호선,112,서울역,175,7,"3,801",504,"5,347","10,304","10,802","29,765","14,527","75,776","10,460","39,597","8,751","21,571","10,848","18,785","11,840","22,908","11,691","22,702","12,685","21,944","13,676","24,433","16,752","25,606","37,896","30,319","53,680","32,879","17,999","23,128","12,339","15,817","12,884","16,351","7,129","11,079","2,258","5,022",8,"1,311",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,4호선,113,숙대입구(갈월),9,0,"2,642",897,"6,696","6,701","16,391","20,149","24,379","50,005","17,001","27,599","14,019","16,185","14,208","14,808","16,443","15,102","17,084","15,688","18,886","15,843","20,236","16,558","24,593","19,367","32,937","24,861","46,476","32,933","20,839","20,388","17,705","12,544","19,752","13,570","11,557","9,780","4,103","4,601",0,0,1,3,0,0,0,0,2022-01-03 10:00
2021-12-01,4호선,114,삼각지,4,0,590,288,"2,007","3,237","6,231","8,645","10,020","18,246","5,786","10,276","4,040","7,029","4,402","7,393","5,356","7,756","6,259","7,762","6,463","6,662","6,802","7,162","8,831","8,611","13,278","11,684","17,589","17,160","7,716","9,723","7,958","5,341","9,999","6,133","5,150","3,977","2,114","2,292",0,262,0,1,0,0,0,0,2022-01-03 10:00
2021-12-01,4호선,115,신용산,4,0,"1,171",990,"3,819","9,838","10,393","30,117","16,063","83,622","12,097","64,132","11,007","28,396","14,399","21,773","15,492","22,628","18,903","23,052","19,943","21,850","25,043","22,247","31,377","23,549","54,113","27,866","85,508","34,808","39,334","19,216","30,298","10,644","30,004","10,154","15,255","6,056","4,547","2,639",0,1,0,0,0,0,0,0,2022-01-03 10:00
